ID ECAO	Anatomical Structure	Type (is-a)	Part of	Develops from	Starts at stage	Ends at stage	Description	Synonyms	UBERON type	UBERON (non-exact)	Cell type (is-a)	Cell type (non-exact)	Pubmed id	Comments	XAO Type	Pliv comments	GeneOntology type	URCH specific	hasNoOnto	Taxon	Pubmed references	Reference	Time for P. lividus at 18°C	stage preceded by
ECAO:0105960	posterior transverse rod	skeletal rod	larval endoskeleton	triradiate spicule rudiment	6-arm pluteus larva stage	competent pluteus larva stage													x					
ECAO:0105970	mouth	anatomical structure	whole organism		early pluteus larva stage	adult stage			UBERON:0000165															
ECAO:0105980	larval mouth	mouth	larval digestive system	stomodeum	early pluteus larva stage	competent pluteus larva stage													x					
ECAO:0105990	anus	anatomical structure	whole organism		early pluteus larva stage	adult stage			UBERON:0001245															
ECAO:0106000	larval anus	anus	larval digestive system	blastopore	early pluteus larva stage	competent pluteus larva stage													x					
ECAO:0106010	presumptive endoderm	embryonic tissue	vegetal hemisphere		early blastula stage	vegetal plate stage		prospective endoderm	UBERON:0006595															
ECAO:0106020	endoderm	germ layer	whole organism	presumptive endoderm	mid-blastula stage	competent pluteus larva stage			UBERON:0000925															
ECAO:0106030	archenteron	embryonic structure	digestive system	vegetal plate	blastopore formation stage	early pluteus larva stage		embryonic gut, primitive gut	UBERON:0004735															
ECAO:0106040	hindgut	digestive system element	archenteron	archenteron	late gastrula stage	early pluteus larva stage			UBERON:0001046															
ECAO:0106050	dorsal hindgut	anatomical region	hindgut	archenteron	late gastrula stage	early pluteus larva stage													x					
ECAO:0106060	ventral hindgut	anatomical region	hindgut	archenteron	late gastrula stage	early pluteus larva stage													x					
ECAO:0106070	midgut	digestive system element	archenteron	archenteron	mid-gastrula stage	early pluteus larva stage			UBERON:0001045															
ECAO:0106080	ventral midgut	anatomical region	midgut	archenteron	mid-gastrula stage	early pluteus larva stage													x					
ECAO:0106090	dorsal midgut	anatomical region	midgut	archenteron	mid-gastrula stage	early pluteus larva stage													x					
ECAO:0106100	anterior midgut	anatomical region	midgut	archenteron	mid-gastrula stage	early pluteus larva stage													x					
ECAO:0106110	posterior midgut	anatomical region	midgut	archenteron	mid-gastrula stage	early pluteus larva stage													x					
ECAO:0106120	anterior hindgut	anatomical region	hindgut	archenteron	late gastrula stage	early pluteus larva stage													x					
ECAO:0106130	posterior hindgut	anatomical region	hindgut	archenteron	late gastrula stage	early pluteus larva stage													x					
ECAO:0106140	foregut	digestive system element	archenteron	archenteron	mid-gastrula stage	early pluteus larva stage		tip of the digestive tract	UBERON:0001041															
ECAO:0106150	ventral foregut	anatomical region	foregut	archenteron	mid-gastrula stage	early pluteus larva stage													x					
ECAO:0106160	dorsal foregut	anatomical region	foregut	archenteron	mid-gastrula stage	early pluteus larva stage													x					
ECAO:0106170	anterior foregut	anatomical region	foregut	archenteron	mid-gastrula stage	early pluteus larva stage													x					
ECAO:0106180	posterior foregut	anatomical region	foregut	archenteron	mid-gastrula stage	early pluteus larva stage													x					
ECAO:0106190	tip of archenteron	anatomical region	archenteron	vegetal plate	early gastrula stage	prism stage		archenteron roof	UBERON:3010432															
ECAO:0106200	presumptive mesoderm	embryonic tissue	vegetal hemisphere	vegetal plate	16-cell stage	vegetal plate stage		prospective mesoderm	UBERON:0006603															
ECAO:0106210	mesoderm	germ layer	whole organism	presumptive mesoderm	16-cell stage	competent pluteus larva stage			UBERON:0000926															
ECAO:0106220	embryonic skeletogenic mesoderm	embryonic tissue	mesoderm	large micromere	32-cell stage	very late blastula stage	The subset of the embryonic mesoderm that will later give rise to the skeletogenic mesenchyme and embryonic skeleton.												x					
ECAO:0106240	embryonic skeletogenic mesenchyme cell	cell	embryonic skeletogenic mesenchyme	large micromere	early mesenchyme blastula stage	prism stage		PMC, primary mesenchyme cell			CL:0007001													
ECAO:0106250	syncytium	cell						multinucleate cell, multinucleated cell, syncytium, syncytial cell			CL:0000228													
ECAO:0106260	embryonic skeletogenic mesenchyme syncytium	syncytium	endoskeleton	embryonic skeletogenic mesenchyme	early gastrula stage	prism stage	Anatomical structure composed of skeletogenic mesenchyme cells that have fused to form a single syncytial network.						Hodor and Ettensohn, 2008						x					
ECAO:0106270	subequatorial skeletogenic mesenchyme ring	embryonic structure	embryonic skeletogenic mesenchyme syncytium	embryonic skeletogenic mesenchyme	mid-gastrula stage	prism stage		SM ring, subequatorial SM ring, PMC ring, subequatorial PMC ring, primary mesenchyme cell ring, subequatorial primary mesenchyme cell ring											x					
ECAO:0106280	ventral skeletogenic mesenchyme chain	embryonic structure	subequatorial skeletogenic mesenchyme ring		mid-gastrula stage	prism stage	Subpopulation of skeletogenic mesenchyme forming a chain on the oral (i.e. ventral) side of the embryo.												x					
ECAO:0106290	dorsal skeletogenic mesenchyme chain	embryonic structure	subequatorial skeletogenic mesenchyme ring		mid-gastrula stage	prism stage	Subpopulation of skeletogenic mesenchyme forming a chain on the aboral (i.e. dorsal) side of the embryo.												x					
ECAO:0106300	right ventrolateral skeletogenic mesenchyme cluster	embryonic structure	subequatorial skeletogenic mesenchyme ring		mid-gastrula stage	prism stage	Subpopulation of skeletogenic mesenchyme forming a cluster (i.e. a group of cells) in the ventrolateral region of the embryo.												x					
ECAO:0106310	left ventrolateral skeletogenic mesenchyme cluster	embryonic structure	subequatorial skeletogenic mesenchyme ring		mid-gastrula stage	prism stage																		
ECAO:0106320	lateral chain of skeletogenic mesenchyme	embryonic structure	embryonic skeletogenic mesenchyme syncytium		mid-gastrula stage	prism stage	Subpopulation of skeletogenic mesenchyme forming a chain on either side of the developing digestive tract, along the blastocoel wall and towards the animal pole.												x					
ECAO:0106330	right lateral chain of skeletogenic mesenchyme	embryonic structure	lateral chain of skeletogenic mesenchyme	subequatorial skeletogenic mesenchyme ring	late gastrula stage	prism stage	Subpopulation of skeletogenic mesenchyme forming a chain along the blastocoel wall towards the animal pole on the right side of the embryo.												x					
ECAO:0106340	left lateral chain of skeletogenic mesenchyme	embryonic structure	lateral chain of skeletogenic mesenchyme	subequatorial skeletogenic mesenchyme ring	late gastrula stage	prism stage	Subpopulation of skeletogenic mesenchyme forming a chain along the blastocoel wall towards the animal pole on the left side of the embryo.												x					
ECAO:0106350	embryonic non-skeletogenic mesoderm	embryonic tissue	mesoderm	vegetal tier 2	very late blastula stage	late gastrula stage													x					
ECAO:0106360	ventral non-skeletogenic mesoderm	embryonic tissue	embryonic non-skeletogenic mesoderm	vegetal tier 2	mesenchyme blastula phase	early gastrula stage													x					
ECAO:0106370	dorsal non-skeletogenic mesoderm	embryonic tissue	embryonic non-skeletogenic mesoderm	vegetal tier 2	mesenchyme blastula phase	early gastrula stage													x					
ECAO:0106380	embryonic non-skeletogenic mesenchyme	tissue	embryo	vegetal tier 2	early gastrula stage	prism stage		secondary mesenchyme, NSM											x					
ECAO:0106390	embryonic non-skeletogenic mesenchyme cell	cell	embryonic non-skeletogenic mesenchyme	vegetal tier 2	early gastrula stage	prism stage		SMC, secondary mesenchyme cell											x					
ECAO:0106400	larval non-skeletogenic mesenchyme	tissue	larva		early pluteus larva stage	competent pluteus larva stage																		
ECAO:0106410	larval non-skeletogenic mesenchyme cell	cell	larval non-skeletogenic mesenchyme		early pluteus larva stage	competent pluteus larva stage																		
ECAO:0106420	presumptive blastocoelar cell	cell	embryonic non-skeletogenic mesoderm	vegetal tier 2	mesenchyme blastula phase	late gastrula stage													x					
ECAO:0106430	presumptive pigment cell	cell	embryonic non-skeletogenic mesoderm		mesenchyme blastula phase	late gastrula stage		presumptive pigmented cell, presumptive immunocyte											x					
ECAO:0106440	pigment cell	cell	immune system	presumptive pigment cell	early gastrula stage	late juvenile stage	a cell that contains red coloring matter	pigmented cell, pigmented immunocyte			CL:0000147													
ECAO:0106450	embryonic pigment cell	pigment cell	embryonic immune system	presumptive pigment cell	early gastrula stage	prism stage													x					
ECAO:0106460	larval pigment cell	pigment cell	larval immune system		early pluteus larva stage	metamorphic larva stage													x					
ECAO:0106470	juvenile pigment cell	pigment cell	juvenile immune system		early juvenile stage	late juvenile stage													x					
ECAO:0106480	rudiment pigment cell	pigment cell	rudiment		8-arm pluteus larva stage	metamorphic larva stage																		
ECAO:0106490	blastocoelar cell	cell	immune system	presumptive blastocoelar cell	late gastrula stage	metamorphic larva stage													x					
ECAO:0106500	globular cell	blastocoelar cell	larval immune system		early pluteus larva stage	metamorphic larva stage							Ho et al., 2016						x					
ECAO:0106510	filopodial cell	blastocoelar cell	larval immune system		early pluteus larva stage	metamorphic larva stage							Ho et al., 2016						x					
ECAO:0106520	ovoid cell	blastocoelar cell	larval immune system		early pluteus larva stage	metamorphic larva stage							Ho et al., 2016						x					
ECAO:0106530	amoeboid cell	blastocoelar cell	larval immune system		early pluteus larva stage	metamorphic larva stage							Ho et al., 2016						x					
ECAO:0106540	muscle precursor cell	cell	muscular system		late gastrula stage	early pluteus larva stage		presumptive muscle cell			CL:0000680													
ECAO:0106550	muscle	tissue	muscular system																					
ECAO:0106560	larval muscle	larval tissue	larval muscular system		early pluteus larva stage	competent pluteus larva stage		contractile muscle											x					
ECAO:0106570	rudiment muscle	rudiment tissue	muscular system		8-arm pluteus larva stage	metamorphic larva stage																		
ECAO:0106580	juvenile muscle	juvenile tissue	juvenile muscular system		early juvenile stage	late juvenile stage																		
ECAO:0106590	adult muscle	adult tissue	adult muscular system		adult stage	adult stage													x					
ECAO:0106600	blastocoel	anatomical space	embryo		very early blastula stage	prism stage			UBERON:0000090															
ECAO:0106610	sphincter	digestive system element	whole organism		prism stage	adult stage													x					
ECAO:0106620	pyloric sphincter	sphincter	larval digestive system	archenteron	early pluteus larva stage	competent pluteus larva stage		midgut-hindgut constriction					Ref pour structure tube digestif prism/plut: Annunziata, R., Perillo, M., Andrikou, C., Cole, A. G., Martinez, P. and Arnone, M. I. (2014). Pattern and process during sea urchin gut morphogenesis: The regulatory landscape. genesis 52, 251–268.						x					
ECAO:0106630	cardiac sphincter	sphincter	larval digestive system	archenteron	early pluteus larva stage	competent pluteus larva stage		foregut-midgut constriction											x					
ECAO:0106640	anal sphincter	sphincter	larval digestive system	archenteron	4-arm pluteus larva stage	competent pluteus larva stage		hindgut-ectoderm constriction											x					
ECAO:0106650	sphincter muscle	muscle	larval digestive system	archenteron	4-arm pluteus larva stage	adult stage			UBERON:0004590															
ECAO:0106660	sphincter muscle cell	cell	sphincter muscle	archenteron	4-arm pluteus larva stage	adult stage		myoepithelial cell											x					
ECAO:0106670	pyloric sphincteric muscle	sphincter muscle	pyloric sphincter	archenteron	4-arm pluteus larva stage	competent pluteus larva stage		pyloric sphincter	UBERON:0001202															
ECAO:0106680	cardiac sphincteric muscle	sphincter muscle	cardiac sphincter	archenteron	4-arm pluteus larva stage	competent pluteus larva stage		cardiac sphincter											x					
ECAO:0106690	anal sphincteric muscle	sphincter muscle	anal sphincter	archenteron	4-arm pluteus larva stage	competent pluteus larva stage		anal sphincter	UBERON:0004916															
ECAO:0106700	larval esophagus	digestive system element	larval digestive system	foregut	early pluteus larva stage	competent pluteus larva stage													x					
ECAO:0106708	circumesophageal muscle	larval muscle	larval esophagus	tip of archenteron	4-arm pluteus larva stage	competent pluteus larva stage													x					
ECAO:0106710	circumesophageal muscle cell	cell	circumesophageal muscle	tip of archenteron	4-arm pluteus larva stage	competent pluteus larva stage		presumptive circumesophageal muscle cell											x					
ECAO:0106730	larval stomach	digestive system element	larval digestive system	midgut	4-arm pluteus larva stage	competent pluteus larva stage													x					
ECAO:0106740	larval intestine	digestive system element	larval digestive system	hindgut	4-arm pluteus larva stage	competent pluteus larva stage													x					
ECAO:0106750	larval skeletogenic mesenchyme	tissue	larva		early pluteus larva stage	competent pluteus larva stage	The mesenchyme cells that produce new skeletal elements  (i.e., the posterodorsal rods, dorsal arch, and preoral rods) in the larva after feeding begins																	
ECAO:0106760	larval skeletogenic mesenchyme cell	cell	larval skeletogenic mesenchyme		early pluteus larva stage	competent pluteus larva stage																		
ECAO:0106770	coelom	anatomical structure	whole organism	tip of archenteron	prism stage	adult stage			UBERON:0011997															
ECAO:0106780	unpaired coelomic pouch	coelom	embryo	tip of archenteron	prism stage	prism stage		unpaired coelomic rudiment											x					
ECAO:0106790	right coelomic pouch	coelom	larva	unpaired coelomic pouch	early pluteus larva stage	6-arm pluteus larva stage													x					
ECAO:0106800	left coelomic pouch	coelom	larva	unpaired coelomic pouch	early pluteus larva stage	6-arm pluteus larva stage		left coelomic sac					Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS ONE 5.						x					
ECAO:0106810	right coelomic constriction	anatomical structure	right coelomic pouch	unpaired coelomic pouch	early pluteus larva stage	6-arm pluteus larva stage													x					
ECAO:0106820	left coelomic constriction	anatomical structure	left coelomic pouch	unpaired coelomic pouch	early pluteus larva stage	6-arm pluteus larva stage													x					
ECAO:0106828	larval epithelium	larval tissue	larva		early pluteus larva stage	metamorphic larva stage													x					
ECAO:0106830	vestibule	larval structure	larval epithelium	ventral ectoderm	6-arm pluteus larva stage	8-arm pluteus larva stage		amniotic sac					Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS ONE 5. Chino et al., 1994  Formery et al., (in prep.) Smith et al., 2008						x					
ECAO:0106840	oral epithelium	larval tissue	larval epithelium		early pluteus larva stage	competent pluteus larva stage		oral epidermis, circumoral epithelium, circumoral ectoderm	UBERON:0002424															
ECAO:0106850	aboral epithelium	larval tissue	larval epithelium		early pluteus larva stage	competent pluteus larva stage													x					
ECAO:0106858	left lateral field	lateral field	larval epithelium		8-arm pluteus larva stage	competent pluteus larva stage	The left lateral field is the lateral field located on the left side of the larva						gossellin and jangoux 1998						x					
ECAO:0106860	vestibular pore	anatomical structure	larva	left lateral field	competent pluteus larva stage	competent pluteus larva stage	Opening located in the left lateral field						gossellin and jangoux 1998						x					
ECAO:0106868	axocoel	coelom	larva		6-arm pluteus larva stage	8-arm pluteus larva stage		anterior coelom											x					
ECAO:0106870	left axocoel	axocoel	larva	left coelomic pouch	8-arm pluteus larva stage	competent pluteus larva stage													x					
ECAO:0106880	axial coelom	coelom	adult	left axocoel	early juvenile stage	adult stage							Ziegler et al 2009						x					
ECAO:0106890	hydrocoel	coelom	larva		6-arm pluteus larva stage	8-arm pluteus larva stage		central coelom											x					
ECAO:0106910	somatocoel	coelom	larva		6-arm pluteus larva stage	8-arm pluteus larva stage		posterior coelom											x					
ECAO:0106920	left hydrocoel	hydrocoel	larva	left coelomic pouch	6-arm pluteus larva stage	8-arm pluteus larva stage													x					
ECAO:0106930	left somatocoel	somatocoel	larva	left coelomic pouch	6-arm pluteus larva stage	8-arm pluteus larva stage													x					
ECAO:0106940	right axohydrocoel	coelom	larva	right coelomic pouch	6-arm pluteus larva stage	8-arm pluteus larva stage		anterior sac											x					
ECAO:0106950	right somatocoel	somatocoel	larva	right coelomic pouch	6-arm pluteus larva stage	8-arm pluteus larva stage													x					
ECAO:0106958	axial complex	anatomical structure	water vascular system		early juvenile stage	adult stage																		
ECAO:0106960	stone canal	anatomical structure	axial complex	left coelomic pouch	8-arm pluteus larva stage	adult stage													x					
ECAO:0106970	ring canal	anatomical structure	water vascular system	left hydrocoel	8-arm pluteus larva stage	adult stage													x					
ECAO:0106980	radial canal	anatomical structure	water vascular system	left hydrocoel	8-arm pluteus larva stage	adult stage													x					
ECAO:0106990	primary pore canal	larval structure	water vascular system	embryonic non-skeletogenic mesenchyme	4-arm pluteus larva stage	4-arm pluteus larva stage		hydropore canal											x					
ECAO:0107000	hydropore	anatomical structure	water vascular system		4-arm pluteus larva stage	adult stage													x					
ECAO:0107010	right axocoel	axocoel	larva	right axohydrocoel	6-arm pluteus larva stage	8-arm pluteus larva stage													x					
ECAO:0107020	right hydrocoel	hydrocoel	larva	right axohydrocoel	6-arm pluteus larva stage	8-arm pluteus larva stage													x					
ECAO:0107040	axial sinus	anatomical structure	axial complex	right hydrocoel	early juvenile stage	adult stage							Smith et al., 2008						x					
ECAO:0107050	axial organ	anatomical structure	axial complex		early juvenile stage	adult stage							Ziegler et al., 2009						x					
ECAO:0107060	dorsal sac	anatomical structure	axial complex		early juvenile stage	adult stage																		
ECAO:0107070	ciliated epaulette	larval structure	larval epithelium	ciliary band	6-arm pluteus larva stage	competent pluteus larva stage							gossellin and jangoux 1998						x					
ECAO:0107080	anterior ciliated epaulette	larval structure	ciliated epaulette		8-arm pluteus larva stage	competent pluteus larva stage							gossellin and jangoux 1998						x					
ECAO:0107090	posterior ciliated epaulette	larval structure	ciliated epaulette		8-arm pluteus larva stage	competent pluteus larva stage							gossellin and jangoux 1998						x					
ECAO:0107100	lateral field	anatomical region	larval epithelium		8-arm pluteus larva stage	competent pluteus larva stage	The lateral field is located in the aboral ectoderm of the larva. It separates the anterior and posterior pairs of epaulettes						gossellin and jangoux 1998						x					
ECAO:0107120	right lateral field	lateral field	larval epithelium		8-arm pluteus larva stage	competent pluteus larva stage	The right lateral field is the lateral field located on the right side of the larva						gossellin and jangoux 1998						x					
ECAO:0107140	ambulacral plate	skeletal element	endoskeleton		8-arm pluteus larva stage	adult stage													x					
ECAO:0107150	adult skeletogenic mesenchyme	tissue	adult		early juvenile stage	adult stage	The mesenchyme cells that produce biomineralized elements (e.g., spines, test plates, and teeth) in the juvenile and adult.																	
ECAO:0107160	interambulacral plate	skeletal element	endoskeleton		8-arm pluteus larva stage	adult stage		int											x					
ECAO:0107170	ambulacra	anatomical structure	whole organism		8-arm pluteus larva stage	adult stage													x					
ECAO:0107180	interambulacra	anatomical structure	whole organism		8-arm pluteus larva stage	adult stage													x					
ECAO:0107190	genital plate	skeletal element	endoskeleton		8-arm pluteus larva stage	adult stage													x					
ECAO:0107200	appendage	anatomical structure	whole organism																					
ECAO:0107210	pedicellaria	appendage	whole organism		8-arm pluteus larva stage	adult stage			UBERON:0008261															
ECAO:0107220	ocular plate	skeletal element	endoskeleton		8-arm pluteus larva stage	adult stage		terminal plate											x					
ECAO:0107230	buccal plate	skeletal element	endoskeleton		early juvenile stage	adult stage													x					
ECAO:0107240	genital plate AB	genital plate	endoskeleton		8-arm pluteus larva stage	adult stage							Carpenter, P.H. (1884). Report upon the Crinoidea collected during the voyage of HMS Challenger during the years 1873–1876, part 1. General morphology with descriptions of the stalked crinoids: Reports of the Scientific Results of the Voyage of HMS Challenger: Zoology						x					
ECAO:0107250	genital plate BC	genital plate	endoskeleton		8-arm pluteus larva stage	adult stage							Carpenter, P.H. (1884). Report upon the Crinoidea collected during the voyage of HMS Challenger during the years 1873–1876, part 1. General morphology with descriptions of the stalked crinoids: Reports of the Scientific Results of the Voyage of HMS Challenger: Zoology						x					
ECAO:0107260	genital plate CD	genital plate	endoskeleton		8-arm pluteus larva stage	adult stage							Carpenter, P.H. (1884). Report upon the Crinoidea collected during the voyage of HMS Challenger during the years 1873–1876, part 1. General morphology with descriptions of the stalked crinoids: Reports of the Scientific Results of the Voyage of HMS Challenger: Zoology						x					
ECAO:0107270	genital plate DE	genital plate	endoskeleton		8-arm pluteus larva stage	adult stage							Carpenter, P.H. (1884). Report upon the Crinoidea collected during the voyage of HMS Challenger during the years 1873–1876, part 1. General morphology with descriptions of the stalked crinoids: Reports of the Scientific Results of the Voyage of HMS Challenger: Zoology						x					
ECAO:0107280	genital plate EA	genital plate	endoskeleton		8-arm pluteus larva stage	adult stage							Carpenter, P.H. (1884). Report upon the Crinoidea collected during the voyage of HMS Challenger during the years 1873–1876, part 1. General morphology with descriptions of the stalked crinoids: Reports of the Scientific Results of the Voyage of HMS Challenger: Zoology						x					
ECAO:0107290	podia	appendage	whole organism		8-arm pluteus larva stage	adult stage		tube foot	UBERON:0008247															
ECAO:0107300	primary podia	podia	appendage		8-arm pluteus larva stage	late juvenile stage		primary tube foot											x					
ECAO:0107310	disk of primary podia	skeletal element	primary podia		8-arm pluteus larva stage	late juvenile stage													x					
ECAO:0107320	secondary podia	podia	appendage		early juvenile stage	adult stage		secondary tube foot											x					
ECAO:0107330	disk of secondary podia	skeletal element	secondary podia		early juvenile stage	adult stage													x					
ECAO:0107340	buccal podia	primary podia associated neuron	appendage		early juvenile stage	adult stage																		
ECAO:0107350	spine	appendage	whole organism		8-arm pluteus larva stage	adult stage		spine appendage	UBERON:0008260															
ECAO:0107360	juvenile spine	spine	whole organism		8-arm pluteus larva stage	late juvenile stage		splayed spines											x					
ECAO:0107370	definitive spine	spine	whole organism		8-arm pluteus larva stage	adult stage		adult spine											x					
ECAO:0107380	sphaeridium	appendage	whole organism		early juvenile stage	adult stage													x					
ECAO:0107390	ampulla	anatomical structure	water vascular system	radial canal	early juvenile stage	adult stage		tube foot ampulla	UBERON:0008252															
ECAO:0107400	adult mouth	mouth	adult digestive system		late juvenile stage	adult stage													x					
ECAO:0107410	adult anus	anus	adult digestive system		late juvenile stage	adult stage													x					
ECAO:0107418	Aristotles lantern	anatomical structure	digestive system		early juvenile stage	adult stage			UBERON:0008253															
ECAO:0107420	tooth	anatomical structure	Aristotles lantern		early juvenile stage	adult stage									XAO:0000431				xao					
ECAO:0107440	madreporite	genital plate	endoskeleton	genital plate CD	early juvenile stage	adult stage			UBERON:0009476															
ECAO:0107450	gonopore	anatomical structure	genital plate		early juvenile stage	adult stage		genital pore											x					
ECAO:0107460	gonad	adult structure	reproductive system		adult stage	adult stage			UBERON:0000991															
ECAO:0107470	ovary	gonad	reproductive system		adult stage	adult stage			UBERON:0000992															
ECAO:0107480	testis	gonad	reproductive system		adult stage	adult stage			UBERON:0000473															
ECAO:0107490	juvenile digestive tract	anatomical structure	juvenile digestive system		early juvenile stage	late juvenile stage																		
ECAO:0107510	adult digestive tract	anatomical structure	adult digestive system	larval digestive system	adult stage	adult stage													x					
ECAO:0107520	mesentery	anatomical structure	muscular system		early juvenile stage	adult stage			UBERON:0002095															
ECAO:0107530	perivisceral cavity	anatomical region	whole organism		early juvenile stage	adult stage													x					
ECAO:0107540	photosensory cell	cell	whole organism		early juvenile stage	adult stage		photoreceptor cell			CL:0000210													
